"destination_id","batch_id","tier","region","country_code","prefecture_code","prefecture_name_ja","prefecture_name_en","entity_type","name_zh","name_ja","name_en","canonical_name","aliases","latitude","longitude","provider_type","provider_entity_id","attraction_quota","source_mode","source_job_id","md_variant_id","lg_variant_id","status","authenticity","rights_status","official_url","entity_provenance","coverage_note","review_notes"
"jp-tokachigawa-onsen","JP-A-03","A","hokkaido","JP","","","","entity_resolution_required","","","Tokachigawa Onsen","Tokachigawa Onsen","","","","","","25","illustrative_city","source:jp-tokachigawa-onsen:master","variant:jp-tokachigawa-onsen:md","variant:jp-tokachigawa-onsen:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-lake-mashu","JP-A-03","A","hokkaido","JP","","","","entity_resolution_required","","","Lake Mashu","Lake Mashu","","","","","","25","illustrative_city","source:jp-lake-mashu:master","variant:jp-lake-mashu:md","variant:jp-lake-mashu:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-lake-kussharo","JP-A-03","A","hokkaido","JP","","","","entity_resolution_required","","","Lake Kussharo","Lake Kussharo","","","","","","25","illustrative_city","source:jp-lake-kussharo:master","variant:jp-lake-kussharo:md","variant:jp-lake-kussharo:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-nemuro","JP-A-03","A","hokkaido","JP","","","","entity_resolution_required","","","Nemuro","Nemuro","","","","","","25","illustrative_city","source:jp-nemuro:master","variant:jp-nemuro:md","variant:jp-nemuro:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-rausu","JP-A-03","A","hokkaido","JP","","","","entity_resolution_required","","","Rausu","Rausu","","","","","","25","illustrative_city","source:jp-rausu:master","variant:jp-rausu:md","variant:jp-rausu:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-matsumae","JP-A-03","A","hokkaido","JP","","","","entity_resolution_required","","","Matsumae","Matsumae","","","","","","25","illustrative_city","source:jp-matsumae:master","variant:jp-matsumae:md","variant:jp-matsumae:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-towada","JP-A-03","A","tohoku","JP","aomori","青森県","Aomori","entity_resolution_required","","","Towada","Towada","","","","","","25","illustrative_city","source:jp-towada:master","variant:jp-towada:md","variant:jp-towada:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/tohoku/aomori/lake-towada-and-around/","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Aomori. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-oirase","JP-A-04","A","tohoku","JP","","","","entity_resolution_required","","","Oirase","Oirase","","","","","","25","illustrative_city","source:jp-oirase:master","variant:jp-oirase:md","variant:jp-oirase:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-mutsu","JP-A-04","A","tohoku","JP","","","","entity_resolution_required","","","Mutsu","Mutsu","","","","","","25","illustrative_city","source:jp-mutsu:master","variant:jp-mutsu:md","variant:jp-mutsu:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-oma","JP-A-04","A","tohoku","JP","","","","entity_resolution_required","","","Oma","Oma","","","","","","25","illustrative_city","source:jp-oma:master","variant:jp-oma:md","variant:jp-oma:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-hanamaki","JP-A-04","A","tohoku","JP","iwate","岩手県","Iwate","entity_resolution_required","","","Hanamaki","Hanamaki","","","","","","25","illustrative_city","source:jp-hanamaki:master","variant:jp-hanamaki:md","variant:jp-hanamaki:lg","entity_resolution_required","illustrative","unresolved","https://www.japan.travel/en/destinations/tohoku/iwate/hanamaki-and-around","docs/assets/catalog/core-destination-generation-seed.v1.csv","JNTO directory primary prefecture: Iwate. Tourism area is not an administrative boundary. Cross-prefecture extent and exact subject require review.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-tono","JP-A-04","A","tohoku","JP","","","","entity_resolution_required","","","Tono","Tono","","","","","","25","illustrative_city","source:jp-tono:master","variant:jp-tono:md","variant:jp-tono:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-miyako","JP-A-04","A","tohoku","JP","","","","entity_resolution_required","","","Miyako","Miyako","","","","","","25","illustrative_city","source:jp-miyako:master","variant:jp-miyako:md","variant:jp-miyako:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-ichinoseki","JP-A-04","A","tohoku","JP","","","","entity_resolution_required","","","Ichinoseki","Ichinoseki","","","","","","25","illustrative_city","source:jp-ichinoseki:master","variant:jp-ichinoseki:md","variant:jp-ichinoseki:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-ishinomaki","JP-A-05","A","tohoku","JP","","","","entity_resolution_required","","","Ishinomaki","Ishinomaki","","","","","","25","illustrative_city","source:jp-ishinomaki:master","variant:jp-ishinomaki:md","variant:jp-ishinomaki:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-kesennuma","JP-A-05","A","tohoku","JP","","","","entity_resolution_required","","","Kesennuma","Kesennuma","","","","","","25","illustrative_city","source:jp-kesennuma:master","variant:jp-kesennuma:md","variant:jp-kesennuma:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-shiogama","JP-A-05","A","tohoku","JP","","","","entity_resolution_required","","","Shiogama","Shiogama","","","","","","25","illustrative_city","source:jp-shiogama:master","variant:jp-shiogama:md","variant:jp-shiogama:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
"jp-oga","JP-A-05","A","tohoku","JP","","","","entity_resolution_required","","","Oga","Oga","","","","","","25","illustrative_city","source:jp-oga:master","variant:jp-oga:md","variant:jp-oga:lg","entity_resolution_required","illustrative","unresolved","","docs/assets/catalog/core-destination-generation-seed.v1.csv","Prefecture/administrative scope unresolved; not counted toward coverage. Seed region is not sufficient evidence.","Resolve center coordinates, exact entity/cluster extent, trilingual names and image rights before execution. Blank coordinates/provider IDs are unknown, not zero."
